1300,1,11.0.0.8,11.0.0.10
1300,1,11.0.0.8,11.0.0.10
1300,1,11.0.0.8,11.0.0.10
1300,2,11.0.0.8,11.0.0.10
1300,5,11.0.0.8,11.0.0.10
1300,5,11.0.0.8,11.0.0.10
1300,10,11.0.0.8,11.0.0.10
1300,10,11.0.0.8,11.0.0.10
1300,11,11.0.0.8,11.0.0.15
1300,11,11.0.0.8,11.0.0.15
1300,12,11.0.0.8,11.0.0.20
1300,12,11.0.0.8,11.0.0.20
1300,12,11.0.0.8,11.0.0.20
1300,13,11.0.0.8,11.0.0.10
1300,13,11.0.0.8,11.0.0.10
1300,13,11.0.0.8,11.0.0.10
1300,14,11.0.0.8,11.0.0.10
1300,14,11.0.0.8,11.0.0.10
1300,15,11.0.0.8,11.0.0.23
1300,17,11.0.0.8,11.0.0.23
1300,17,11.0.0.8,11.0.0.23
1300,21,11.0.0.8,11.0.0.20
1300,21,11.0.0.8,11.0.0.20
1300,21,11.0.0.8,11.0.0.20
1300,24,11.0.0.8,11.0.0.20
1300,24,11.0.0.8,11.0.0.20
1300,27,11.0.0.8,11.0.0.23
1300,27,11.0.0.8,11.0.0.23
1300,27,11.0.0.8,11.0.0.23
1300,28,11.0.0.8,11.0.0.23
1300,28,11.0.0.8,11.0.0.23
1300,28,11.0.0.8,11.0.0.23
1300,29,11.0.0.8,11.0.0.23
1300,29,11.0.0.8,11.0.0.23
1300,33,11.0.0.8,11.0.0.10
1300,33,11.0.0.8,11.0.0.10
1300,36,11.0.0.8,11.0.0.15
1300,36,11.0.0.8,11.0.0.15
1300,44,11.0.0.8,11.0.0.10
1300,44,11.0.0.8,11.0.0.10
1300,45,11.0.0.8,11.0.0.15
1300,45,11.0.0.8,11.0.0.15
1300,45,11.0.0.8,11.0.0.15
1300,46,11.0.0.8,11.0.0.10
1300,46,11.0.0.8,11.0.0.10
1300,46,11.0.0.8,11.0.0.10
1300,48,11.0.0.8,11.0.0.20
1300,49,11.0.0.8,11.0.0.20
1300,49,11.0.0.8,11.0.0.20
1300,51,11.0.0.8,11.0.0.10
1300,51,11.0.0.8,11.0.0.10
1300,52,11.0.0.8,11.0.0.23
1300,52,11.0.0.8,11.0.0.23
1300,53,11.0.0.8,11.0.0.20
1300,55,11.0.0.8,11.0.0.15
1300,55,11.0.0.8,11.0.0.15
1300,55,11.0.0.8,11.0.0.15
1300,59,11.0.0.8,11.0.0.15
1300,59,11.0.0.8,11.0.0.15
1300,60,11.0.0.8,11.0.0.15
1300,61,11.0.0.8,11.0.0.15
1300,61,11.0.0.8,11.0.0.15
1300,62,11.0.0.8,11.0.0.23
1300,62,11.0.0.8,11.0.0.23
1300,64,11.0.0.8,11.0.0.23
1300,64,11.0.0.8,11.0.0.23
1300,64,11.0.0.8,11.0.0.23
1300,65,11.0.0.8,11.0.0.20
1300,65,11.0.0.8,11.0.0.20
1300,66,11.0.0.8,11.0.0.15
1300,66,11.0.0.8,11.0.0.15
1300,66,11.0.0.8,11.0.0.15
1300,69,11.0.0.8,11.0.0.20
1300,69,11.0.0.8,11.0.0.20
1300,70,11.0.0.8,11.0.0.10
1300,70,11.0.0.8,11.0.0.10
1300,70,11.0.0.8,11.0.0.10
1300,71,11.0.0.8,11.0.0.20
1300,77,11.0.0.8,11.0.0.20
1300,77,11.0.0.8,11.0.0.20
1300,81,11.0.0.8,11.0.0.15
1300,81,11.0.0.8,11.0.0.15
1300,82,11.0.0.8,11.0.0.10
1300,84,11.0.0.8,11.0.0.23
1300,86,11.0.0.8,11.0.0.15
1300,86,11.0.0.8,11.0.0.15
1300,86,11.0.0.8,11.0.0.15
1300,87,11.0.0.8,11.0.0.10
1300,87,11.0.0.8,11.0.0.10
1300,87,11.0.0.8,11.0.0.10
1300,88,11.0.0.8,11.0.0.20
1300,88,11.0.0.8,11.0.0.20
1300,89,11.0.0.8,11.0.0.15
1300,90,11.0.0.8,11.0.0.10
1300,92,11.0.0.8,11.0.0.20
1300,92,11.0.0.8,11.0.0.20
1300,93,11.0.0.8,11.0.0.23
1300,93,11.0.0.8,11.0.0.23
1300,96,11.0.0.8,11.0.0.23
1300,96,11.0.0.8,11.0.0.23
1300,96,11.0.0.8,11.0.0.23
1300,98,11.0.0.8,11.0.0.20
1300,98,11.0.0.8,11.0.0.20
1300,99,11.0.0.8,11.0.0.15
1300,99,11.0.0.8,11.0.0.15
1300,104,11.0.0.8,11.0.0.10
1300,109,11.0.0.8,11.0.0.20
1300,109,11.0.0.8,11.0.0.20
1300,109,11.0.0.8,11.0.0.20
1300,110,11.0.0.8,11.0.0.20
1300,110,11.0.0.8,11.0.0.20
1300,114,11.0.0.8,11.0.0.23
1300,114,11.0.0.8,11.0.0.23
1300,115,11.0.0.8,11.0.0.20
1300,115,11.0.0.8,11.0.0.20
1300,115,11.0.0.8,11.0.0.20
1300,118,11.0.0.8,11.0.0.15
1300,118,11.0.0.8,11.0.0.15
1300,118,11.0.0.8,11.0.0.15
1300,119,11.0.0.8,11.0.0.15
1300,119,11.0.0.8,11.0.0.15
1300,120,11.0.0.8,11.0.0.10
1300,120,11.0.0.8,11.0.0.10
1300,121,11.0.0.8,11.0.0.10
1300,121,11.0.0.8,11.0.0.10
1300,121,11.0.0.8,11.0.0.10
1300,122,11.0.0.8,11.0.0.15
1300,122,11.0.0.8,11.0.0.15
1300,123,11.0.0.8,11.0.0.23
1300,124,11.0.0.8,11.0.0.23
1300,129,11.0.0.8,11.0.0.23
1300,129,11.0.0.8,11.0.0.23
1300,130,11.0.0.8,11.0.0.20
1300,130,11.0.0.8,11.0.0.20
1300,130,11.0.0.8,11.0.0.20
1300,132,11.0.0.8,11.0.0.20
1300,132,11.0.0.8,11.0.0.20
1300,134,11.0.0.8,11.0.0.20
1300,134,11.0.0.8,11.0.0.20
1300,135,11.0.0.8,11.0.0.15
1300,135,11.0.0.8,11.0.0.15
1300,136,11.0.0.8,11.0.0.10
1300,136,11.0.0.8,11.0.0.10
1300,136,11.0.0.8,11.0.0.10
1300,139,11.0.0.8,11.0.0.10
1300,139,11.0.0.8,11.0.0.10
1300,141,11.0.0.8,11.0.0.15
1300,141,11.0.0.8,11.0.0.15
1300,142,11.0.0.8,11.0.0.20
1300,142,11.0.0.8,11.0.0.20
1300,144,11.0.0.8,11.0.0.20
1300,144,11.0.0.8,11.0.0.20
1300,149,11.0.0.8,11.0.0.23
1300,149,11.0.0.8,11.0.0.23
1300,150,11.0.0.8,11.0.0.23
1300,150,11.0.0.8,11.0.0.23
1300,151,11.0.0.8,11.0.0.10
1300,155,11.0.0.8,11.0.0.10
1300,155,11.0.0.8,11.0.0.10
1300,157,11.0.0.8,11.0.0.23
1300,157,11.0.0.8,11.0.0.23
1300,158,11.0.0.8,11.0.0.23
1300,159,11.0.0.8,11.0.0.23
1300,160,11.0.0.8,11.0.0.20
1300,161,11.0.0.8,11.0.0.20
1300,161,11.0.0.8,11.0.0.20
1300,161,11.0.0.8,11.0.0.20
1300,163,11.0.0.8,11.0.0.20
1300,165,11.0.0.8,11.0.0.15
1300,165,11.0.0.8,11.0.0.15
1300,165,11.0.0.8,11.0.0.15
1300,168,11.0.0.8,11.0.0.15
1300,172,11.0.0.8,11.0.0.15
1300,173,11.0.0.8,11.0.0.10
1300,173,11.0.0.8,11.0.0.10
1300,173,11.0.0.8,11.0.0.10
1300,174,11.0.0.8,11.0.0.10
1300,174,11.0.0.8,11.0.0.10
1300,174,11.0.0.8,11.0.0.10
1300,176,11.0.0.8,11.0.0.23
1300,179,11.0.0.8,11.0.0.15
1300,179,11.0.0.8,11.0.0.15
1300,180,11.0.0.8,11.0.0.23
1300,182,11.0.0.8,11.0.0.10
1300,182,11.0.0.8,11.0.0.10
1300,182,11.0.0.8,11.0.0.10
1300,184,11.0.0.8,11.0.0.15
1300,184,11.0.0.8,11.0.0.15
1300,186,11.0.0.8,11.0.0.10
1300,186,11.0.0.8,11.0.0.10
1300,187,11.0.0.8,11.0.0.23
1300,187,11.0.0.8,11.0.0.23
1300,187,11.0.0.8,11.0.0.23
1300,188,11.0.0.8,11.0.0.20
1300,189,11.0.0.8,11.0.0.15
1300,189,11.0.0.8,11.0.0.15
1300,189,11.0.0.8,11.0.0.15
1300,193,11.0.0.8,11.0.0.15
1300,194,11.0.0.8,11.0.0.23
1300,194,11.0.0.8,11.0.0.23
1300,194,11.0.0.8,11.0.0.23
1300,196,11.0.0.8,11.0.0.23
1300,196,11.0.0.8,11.0.0.23
1300,196,11.0.0.8,11.0.0.23
1300,198,11.0.0.8,11.0.0.10
1300,200,11.0.0.8,11.0.0.10
1300,200,11.0.0.8,11.0.0.10
1300,200,11.0.0.8,11.0.0.10
1300,201,11.0.0.8,11.0.0.15
1300,202,11.0.0.8,11.0.0.15
1300,202,11.0.0.8,11.0.0.15
1300,202,11.0.0.8,11.0.0.15
1300,204,11.0.0.8,11.0.0.15
1300,206,11.0.0.8,11.0.0.10
1300,206,11.0.0.8,11.0.0.10
1300,209,11.0.0.8,11.0.0.20
1300,211,11.0.0.8,11.0.0.20
1300,211,11.0.0.8,11.0.0.20
1300,211,11.0.0.8,11.0.0.20
1300,214,11.0.0.8,11.0.0.20
1300,214,11.0.0.8,11.0.0.20
1300,215,11.0.0.8,11.0.0.20
1300,215,11.0.0.8,11.0.0.20
1300,219,11.0.0.8,11.0.0.15
1300,219,11.0.0.8,11.0.0.15
1300,220,11.0.0.8,11.0.0.20
1300,225,11.0.0.8,11.0.0.23
1300,225,11.0.0.8,11.0.0.23
1300,225,11.0.0.8,11.0.0.23
1300,226,11.0.0.8,11.0.0.20
1300,226,11.0.0.8,11.0.0.20
1300,226,11.0.0.8,11.0.0.20
1300,227,11.0.0.8,11.0.0.23
1300,227,11.0.0.8,11.0.0.23
1300,229,11.0.0.8,11.0.0.15
1300,229,11.0.0.8,11.0.0.15
1300,229,11.0.0.8,11.0.0.15
1300,230,11.0.0.8,11.0.0.20
1300,230,11.0.0.8,11.0.0.20
1300,233,11.0.0.8,11.0.0.15
1300,233,11.0.0.8,11.0.0.15
1300,236,11.0.0.8,11.0.0.20
1300,237,11.0.0.8,11.0.0.15
1300,238,11.0.0.8,11.0.0.15
1300,239,11.0.0.8,11.0.0.20
1300,239,11.0.0.8,11.0.0.20
1300,240,11.0.0.8,11.0.0.15
1300,240,11.0.0.8,11.0.0.15
1300,240,11.0.0.8,11.0.0.15
1300,245,11.0.0.8,11.0.0.23
1300,245,11.0.0.8,11.0.0.23
1300,246,11.0.0.8,11.0.0.15
1300,246,11.0.0.8,11.0.0.15
1300,249,11.0.0.8,11.0.0.23
1300,249,11.0.0.8,11.0.0.23
1300,249,11.0.0.8,11.0.0.23
1300,251,11.0.0.8,11.0.0.20
1300,251,11.0.0.8,11.0.0.20
1300,254,11.0.0.8,11.0.0.23
1300,254,11.0.0.8,11.0.0.23
1300,255,11.0.0.8,11.0.0.15
1300,255,11.0.0.8,11.0.0.15
1300,257,11.0.0.8,11.0.0.15
1300,257,11.0.0.8,11.0.0.15
1300,260,11.0.0.8,11.0.0.23
1300,260,11.0.0.8,11.0.0.23
1300,260,11.0.0.8,11.0.0.23
1300,261,11.0.0.8,11.0.0.15
1300,263,11.0.0.8,11.0.0.23
1300,267,11.0.0.8,11.0.0.20
1300,267,11.0.0.8,11.0.0.20
1300,268,11.0.0.8,11.0.0.15
1300,268,11.0.0.8,11.0.0.15
1300,268,11.0.0.8,11.0.0.15
1300,269,11.0.0.8,11.0.0.23
1300,269,11.0.0.8,11.0.0.23
1300,269,11.0.0.8,11.0.0.23
1300,275,11.0.0.8,11.0.0.15
1300,276,11.0.0.8,11.0.0.23
1300,276,11.0.0.8,11.0.0.23
1300,276,11.0.0.8,11.0.0.23
1300,277,11.0.0.8,11.0.0.15
1300,277,11.0.0.8,11.0.0.15
1300,277,11.0.0.8,11.0.0.15
1300,278,11.0.0.8,11.0.0.23
1300,278,11.0.0.8,11.0.0.23
1300,279,11.0.0.8,11.0.0.20
1300,279,11.0.0.8,11.0.0.20
1300,279,11.0.0.8,11.0.0.20
1300,285,11.0.0.8,11.0.0.15
1300,285,11.0.0.8,11.0.0.15
1300,285,11.0.0.8,11.0.0.15
1300,286,11.0.0.8,11.0.0.23
1300,286,11.0.0.8,11.0.0.23
1300,286,11.0.0.8,11.0.0.23
1300,287,11.0.0.8,11.0.0.15
1300,287,11.0.0.8,11.0.0.15
1300,288,11.0.0.8,11.0.0.15
1300,288,11.0.0.8,11.0.0.15
1300,288,11.0.0.8,11.0.0.15
1300,289,11.0.0.8,11.0.0.23
1300,291,11.0.0.8,11.0.0.20
1300,291,11.0.0.8,11.0.0.20
1300,291,11.0.0.8,11.0.0.20
1300,294,11.0.0.8,11.0.0.20
1300,295,11.0.0.8,11.0.0.23
1300,295,11.0.0.8,11.0.0.23
1300,295,11.0.0.8,11.0.0.23
1300,296,11.0.0.8,11.0.0.10
1300,299,11.0.0.8,11.0.0.15
1300,299,11.0.0.8,11.0.0.15
1300,303,11.0.0.8,11.0.0.23
1300,303,11.0.0.8,11.0.0.23
